滷玉米筍	薑,青蔥,滷汁,玉米筍
茄汁肉醬	洋蔥,蕃茄醬,豬,大蒜,蕃茄醬,橄欖油,水,鹽
奶油野菇焗飯	黃椒,紅椒,起士,青花椰菜,洋蔥,白飯	白醬
黑胡椒牛肉薄片披薩	巴西利,黑胡椒牛肉,洋蔥,起士,鮑魚菇
義大利蔬菜鍋	高麗菜,西芹,洋蔥,紅蘿蔔,黃櫛瓜,白花菜,綠櫛瓜,培根,牛蕃茄,高湯,馬鈴薯	鹽,巴西利
蘆筍培根薄片披薩	起士,培根,蘑菇,黑橄欖,蘆筍
玉米雞茸湯	雞骨高湯,洋蔥,紅蘿蔔,玉米,雞胸,青蔥	月桂葉,鮮奶油,麵粉,奶油,鹽,黑胡椒
抹茶牛軋糖	蛋白,細砂糖,花生,海藻糖,水,奶油,水麥芽,抹茶粉,鹽,奶粉
蜜桃紅茶	果糖,冰塊,水蜜桃,基底紅茶,水蜜桃
醋漬鯖魚沙拉	白酒醋,檸檬,白酒醋,洋蔥,橄欖油,月桂葉,粗黑胡椒粒,海鹽,鯖魚
味噌蜂蜜醬	蜂蜜,牛,高湯,味噌
海鮮巧達湯	蛤蠣,洋蔥,西芹,紅蘿蔔,鯛魚,清高湯,大蒜,馬鈴薯	月桂葉,麵粉,鮮奶油,百里香,奶油,鹽,黑胡椒
焗烤牛蕃茄	九層塔,起士,牛蕃茄	蛋黃,美乃滋
起司臘腸鹹蛋糕	細砂糖,德式香腸,低筋麵粉,起士,麵糊,沙拉油
焦糖土司邊	砂糖,芝麻,沙拉油,水,土司
費南雪	杏仁,蔓越莓,低筋麵粉,蜂蜜,砂糖,奶油,櫻桃,香草,泡打粉,蛋白
脆餅土司	雞蛋,脆餅,土司	煉乳
卡布奇諾蘑菇湯	大骨高湯,土司,馬鈴薯,培根,蘑菇,大蒜,洋蔥,巴西利	奶油,月桂葉,鹽,黑胡椒
檸香烤鮭魚	薑,鮭魚,檸檬,青蔥	奶油,黑胡椒,鹽,米酒
絲襪奶茶	果糖,水,基底紅茶
法式黃金清湯	洋蔥,西芹,紅蘿蔔,牛,蛋白
法式洋蔥湯	清高湯,大蒜,洋蔥	百里香,奶油,砂糖,月桂葉,威士忌
奶油雞肉焗飯	小紅蘿蔔,起士,洋蔥,生香菇,甜豆,白飯,雞肉	白醬
蒜香胡椒焗烤豬肋排	豬肋排,麵包粉,起士	黑胡椒
蛤蜊墨魚焗飯	蛤蠣,起士,洋蔥,西芹,白飯,小章魚	海鮮高湯,墨魚,鹽
洋蔥拌雞絲	洋蔥,雞胸,香菜,蕃茄,蝦子,辣椒,蒜	檸檬,細砂糖,魚露,辣椒,白醋
雪霜奶茶	錫蘭紅茶,水,鮮奶油
燒烤豬肋排	巴西利,豬肋排,蕃茄醬,蕃茄,橄欖油,牛排醬,辣椒,豬肋排,蒜
蕈菇沙拉	美白菇,秀珍菇,黑胡椒,珊瑚菇,小蕃茄,金針,杏鮑菇,糯米醋,鴻禧菇,橄欖油,味霖,醬油,青蘆筍
蘋果餡	糖,檸檬,砂糖,蘋果,萊姆酒,奶油
橙汁炒鴨胸	柳丁,蘑菇,白酒,鴨胸,紅蘿蔔,橄欖油,小黃瓜,玉米筍,鴨胸,蒜
法式炸土司捲	砂糖,雞蛋,鮮奶,土司
奶油烤鮭魚	巴西利,鴻喜菇,蒜,奶油,洋蔥,鮭魚	米酒,黑胡椒,鹽
檸檬雞柳盒	美生菜,起士,雞胸,原味蛋餅皮	沙拉醬,檸檬,醬油
黑糖麥芽糖餅	黑糖,牛奶,麥芽糖,水
希臘田園涼麵	巴西利,綠橄欖,小黃瓜,貝殼麵	迷迭香,橄欖油,糖,薄荷,檸檬,鹽
野菇煎餅	香菇,雞蛋,麵粉,金針	蕃茄醬,鹽
BBQ豬肋排	豬肋排,大蒜
黑胡椒鐵板雞柳	洋蔥,玉米,雞柳,青蔥,辣椒,大蒜	香油,奶油,太白粉,雞粉	黑胡椒,太白粉,鹽
土司蘋果派	鍚蘭肉桂粉,蜂蜜,雞蛋,土司,水,二砂糖,鮮奶,蘋果
柚香茶	柚子醬,香草茶
奶油芝士土司	蛋黃,土司,小蕃茄,糖,奶油,奶油起士
彩蔬鮮菇比薩	厚片披薩皮,起士,青椒,鮑魚菇,洋蔥,紅甜椒
鴛鴦奶茶	果糖,咖啡,水,基底紅茶,冰塊,奶精粉
藍莓奶油鬆糕	糖粉,蛋,低筋麵粉,雞蛋,奶油,泡打粉
超級什錦比薩	厚片披薩皮,青椒,起士,洋蔥,玉米,培根,蘑菇,黑胡椒牛肉,美式臘腸,黑橄欖,火腿
胡麻煎玉帶	鹽,醋,香油,黃色芥末,芝麻,干貝,綠蘆筍,鮮美露
伯爵紅茶生巧克力	鮮奶油,可可粉,麥芽糖,牛奶,牛奶巧克力,巧克力,伯爵茶葉,奶油
蒜味茄醬烤法國麵包	法國麵包,牛蕃茄,香菜	胡椒,蕃茄醬,鹽,糖
蔬菜高湯	高麗菜,月桂葉,洋蔥,紅蘿蔔,香菇,蕃茄,水,西洋芹
紅醬滷牛肉	紅蘿蔔,洋蔥,蕃茄,馬鈴薯,牛腩,西芹	紅醬,水
芒果淋醬	芒果,芒果,玉米粉,細砂糖,水
洋蔥烤蛋	巴西利,雞蛋,洋蔥	鹽
西西里蕃茄海鮮湯	海鮮,洋蔥,西芹,洋芋,蕃茄,水	鹽,蕃茄
檸香煎鮭魚	大蒜,蘆筍,檸檬,鮭魚	米酒,黑胡椒,鹽,奶油
焦糖蘋果法式可麗餅	鮮奶油,糖,牛奶,地瓜,低筋麵粉,蛋,砂糖,蘋果,奶油,泡打粉,鹽,糖
聖誕麵包	麻糬預拌粉,糖粉,葡萄,沙拉油,蜜之果,康途酒,蛋,水,鹽
南瓜雞肉焗飯	起士,南瓜,紅蘿蔔,白飯,雞腿,綠花椰菜	鹽,白醬
蔬菜濃湯底	洋蔥,西芹,大白菜,紅蘿蔔,大蒜,馬鈴薯	雞粉,鹽,胡椒,水
楓糖法式土司	厚片土司,奶油,楓糖
土司臘腸捲	雞蛋,法蘭克福腸,土司
起司毆姆蛋	雞蛋,番茄,洋蔥,青椒,起士	番茄醬,胡椒,鹽,奶油
匈牙利牛肉焗飯	牛肉,洋蔥,起士	鹽,匈牙利紅椒粉
酥皮肉醬飯	蛋黃,豬肉,白飯,酥皮,黑芝麻
咖啡千層派	蛋黃,細砂糖,咖啡酒,牛奶,蛋,香草精,鮮奶油,低筋麵粉,奶油,即融咖啡粉,玉米粉,鮮奶,牛奶,奶油,蛋,鹽,鮮奶
燻雞生菜口袋餅	口袋餅,紅蕃茄,雞肉,蕃茄,小豆苗,苜蓿芽
繽紛起司焗鮮蔬	豬,紅蘿蔔,玉米,青蔥,四季豆,辣椒,大蒜	香油,蕃茄醬,起士,胡椒,鹽
基底紅茶	水,紅茶茶葉
香蔥蕃茄燉雞肉	蕃茄,蒜,洋蔥,雞腿	蕃茄醬,糖,水,蔥
香根孔雀貝	辣椒,孔雀蛤,大蒜,香菜	香油,米酒,辣豆瓣醬,鹽,胡椒
指型小西餅	蛋白,糖粉,細砂糖,低筋麵粉,蛋黃
鮮蝦鳳梨芝心比薩	蝦子,鳳梨,起士,洋蔥
燻鮭味噌鍋	玉米筍,味噌,鴻喜菇,鮭魚,菠菜	雞粉,鹽
草莓淋醬	玉米粉,細砂糖,草莓
核桃肉桂卷	牛奶,馬芬蛋糕預拌粉,核桃,肉桂,蛋,奶油,奶油
迷迭香烤雞腿	迷迭香,迷迭香,鹽,橄欖油,蒜	雞腿,水菜,迷迭香,蕃茄
茄汁漢堡排	綠蕃茄,麵包粉,紅蕃茄,蕃茄,雞蛋,豬	胡椒,鹽
泰式烤雞胸	泰式燒雞醬,雞胸
茄汁鯖魚焗貝殼麵 	鯖魚,起士,貝殼麵,洋蔥	紅醬
蜂蜜芥末醬	蜂蜜,檸檬,水,芥末
冰淇淋紅茶	果糖,香草冰淇淋,水,檸檬,香草茶,冰塊
蒜香黑胡椒焗烤漢堡肉	洋蔥,起士,豬,麵包粉,鹽	洋蔥
紅菜火龍果汁	蜂蜜,紅菜,火龍果,檸檬,水
奶油烤魚	青蔥,薑,旗魚,金針,辣椒	百里香,奶油,胡椒,鹽,米酒
墨西哥辣涼麵	蔥,玉米,蓮子,番茄,彩椒,筆尖麵	番茄醬,檸檬,橄欖油,糖,鹽
涼拌西芹鮪魚	西洋芹,鮪魚,洋蔥,香菜	細砂糖,鹽,檸檬
焗烤川辣雞丁燴彩椒	紅椒,雞胸,黃椒,青蔥,辣椒,大蒜	五香粉,香菜,香油,油,起士,辣椒
玉米濃湯	雞蛋,馬鈴薯,洋蔥,玉米醬	太白粉,鹽,湯,水,細砂糖
紅蔥雞肉暖沙拉	蘿美生菜,雞胸,小黃瓜,黃椒,蕃茄	糖,蔥,水,檸檬,鹽
燒烤豬肋排	青花菜,豬肋排	香油,蜂蜜,胡椒,茶
蔓越莓布蕾	布丁,蔓越莓,鮮奶油,水
低卡優格涼麵	短麵,優格醬,水果
紅酒牛肉	牛小排,洋蔥,紅酒	蕃茄醬,細砂糖,鹽,水
洋蔥蘑菇焗筊白筍	紅蘿蔔,起士,筊白筍	洋蔥
香蔥海鮮義大利麵	蕃茄,義大利麵,魚,蛤蜊,洋蔥,蝦子,甜椒,蘑菇,蒜	鹽,水,高湯,蔥
蘑菇鐵板麵	紅蘿蔔,青豆,寬麵,雞肉	蘑菇
法式蝦蟹鮑魚菇比薩	厚片披薩皮,起士,蝦子,巴西利,蟹肉,洋蔥,鮑魚菇	白醬
百里香烤雞腿	辣椒,雞腿,蘑菇,苜蓿芽	百里香,鹽,胡椒,高湯,蠔油
青醬蘑菇臘腸焗飯	白飯,起士,紅蘿蔔,蘑菇
義式青醬焗野菇	起士
紅蔥海鮮燉飯	蛤蠣,魚,白米,洋蔥,橄欖油,蝦子,魚,黑橄欖,蒜	鹽,高湯,蔥
肉醬義大利麵	紅蘿蔔,洋蔥,蕃茄,西芹,義大利麵,蒜	奶油,麵粉,水,雞粉
綜合菇煎蛋捲	雞蛋	醬油,太白粉,水,糖,鹽,醋
茄汁肉醬焗烤杏包菇	杏鮑菇,起士
香蕉鬆糕	香蕉,牛奶,蛋,馬芬蛋糕預拌粉,糖漿,奶油,巧克力米
香吉士鬆糕	橘子皮,蛋,馬芬蛋糕預拌粉,牛奶,奶油
鮮蝦蕃茄天使麵	蒔蘿末,洋蔥,天使麵,蝦子,水,大蒜,起士	橄欖油,蕃茄醬
焗烤墨西哥雞肉捲	蛋黃,洋蔥,起士,雞胸,墨西哥餅,蘑菇	白醬
法蘭克福貝殼麵	花生,火腿,蔬菜,貝殼麵	黑胡椒,芥末,檸檬,美奶滋,橄欖油,蒜,鹽,蘋果醋
聖誕派對	果糖,水,草莓,四紅果茶,汽泡酒,冰塊
茄汁鯖魚義大利麵	青豆,義大利麵,鯖魚	巴西利,蕃茄醬,高湯
土司鬆餅	雞蛋,楓糖,鮮奶,土司
果香洋蔥豬排	豬里肌肉,柳丁,洋蔥,蘋果	太白粉,高湯,蔥
柚香紅茶	果糖,柚子醬,冰塊,基底紅茶
奶油鮮蝦薄片披薩披薩	蝦子,起士,洋蔥	白醬
胡椒生牛肉片沙拉	七味粉,蒜,胡椒,山茼蒿,橄欖油,牛五花肉,黑胡椒
馬鈴薯玉米蛤蜊燉飯	海鮮高湯,蛤蠣,白米,玉米,洋蔥,馬鈴薯,黑橄欖,甜椒末	鹽
羅馬蕃茄燉嫩雞	綠花椰菜,馬鈴薯,水,羅馬蕃茄,雞腿	鹽,蕃茄醬
牛肉捲	土司,甜麵醬,青蔥,牛肉,小黃瓜,沙拉油
義式風味涼麵	醬汁,芹菜,胡椒,黑橄欖,紅洋蔥,螺旋麵
蕃茄肉醬義大利麵	巴西利,洋蔥,蒜,麵	奶油,蕃茄,水,雞粉
檸檬海鮮燉飯	海鮮高湯,蛤蠣,白米,檸檬,洋蔥,檸檬,鮭魚	鹽,檸檬,檸檬,白酒
培根焗烤馬鈴薯	青蔥,馬鈴薯,起士,培根	白醬
培根魚卷	蔥,紅椒,培根,鮸魚,黃椒	米酒,鹽,胡椒
古早味麥芽糖餅	麥芽糖,牛奶
玉米沙拉醬蔬菜	美生菜,玉米,紅蘿蔔,紅椒,黃椒,小黃瓜,西洋芹	玉米醬,美奶滋,鹽
匈牙利牛肉湯	洋蔥,紅蘿蔔,清高湯,薏仁,青蔥,番茄,牛肉,大蒜	黑胡椒,月桂葉,匈牙利紅椒粉,蕃茄醬,奶油,鹽
蒸義式鱸魚捲	洋蔥,鱸魚,九層塔,九層塔,鹽,橄欖油,蒜
焗烤地瓜蒙布朗	地瓜,起士	鮮奶油,蛋黃,起士
紅燒馬鈴薯牛腩	青蔥,牛腩,雪裡紅,馬鈴薯,紅蘿蔔	香油,醬油膏,胡椒,糖
烤奶油金針菇	金針	奶油,鹽
伯爵奶茶	冰塊,果糖,伯爵茶包,水,奶精粉
古早味牛奶餅乾	蛋黃,葡萄糖粉,糖粉,煉乳,酥油,白油,小蘇打,中筋麵粉,氨粉,水,奶油,鹽
吐司口袋餅	紅椒,土司,小黃瓜,雞蛋,法蘭克福腸,沙拉油,鮮奶	鹽,胡椒
起司雞排	雞胸,麵包粉,麵粉,蛋液,起士,火腿	胡椒,鹽
愛爾蘭奶茶	果糖,愛爾蘭果露,奶油,奶精粉,基底紅茶
土司蛋糕	鮮奶油,土司,葡萄,雞蛋,巧克力米,鮮奶
炸熱狗	糖,低筋麵粉,奶粉,香草粉,玉米粉,雞蛋,水,泡打粉	蕃茄醬
什錦烘蛋	雞蛋,馬鈴薯,芋頭,油,南瓜,紅蘿蔔	鹽
黑胡椒鐵板麵	紅蘿蔔,毛豆,豬肉,細麵	黑胡椒,醬油
黃金玉米鮪魚焗麵	起士,紅蘿蔔,螺旋麵,青豆,玉米,鮪魚	白醬
三色甜薯沙拉	甜地瓜,蔬菜	香鬆,美奶滋
焦糖雞蛋布丁	水,細砂糖,牛奶,布丁,香草粉,蘭姆酒,麥芽糖,細砂糖,布丁
奶油洋蔥醬	洋蔥,雞粉,青蔥,奶油,大蒜,鹽,胡椒
奶油蒜泥蒸鮮蝦	青蔥,草蝦,洋蔥,蒜	奶油,鹽,胡椒
蘑菇茄汁鐵板麵	洋蔥,紅蘿蔔,蕃茄,雞蛋,蘑菇,大蒜,油麵	蕃茄醬,米酒,雞粉,水,糖,奶油,黑胡椒
啤酒雞湯	薑,洋蔥,紅蘿蔔,棒棒腿,青蔥,水,啤酒	麻油,鹽,胡椒
馬鈴薯玉米雞燴飯	玉米,雞胸,辣椒,白飯,大蒜,馬鈴薯	香油,雞粉,水,鹽,胡椒,醬油
冰淇淋蜂蜜土司	奇異果,蜂蜜,冰淇淋,土司
羅勒醬涼麵	紅蘿蔔,紅椒,麵,青蔥,青豆,羅勒,番茄,羅勒
蕃茄起司烤豬排	蛋液,麵粉,起士,豬里肌	紅醬
麥片甜粥	葡萄,燕麥,蔓越莓,水	冰糖
美式卡拉炸雞塊	吉士粉,玉米粉,低筋麵粉,雞腿	糖,洋蔥,蒜,薑,水,蔥,酒,鹽
奶油焗烤綠竹筍	綠竹筍	蛋黃,白醬
烤辣味羅勒孔雀蛤	羅勒,BB醬,洋蔥,羅勒,蒜,孔雀貝,糖,鹽
普羅旺斯煎鱈魚	鱈魚,蒜,杏鮑菇,洋蔥,青蔥	香油,米酒,鹽,黑胡椒
法式烤布蕾	鮮奶油,砂糖,砂糖,蛋黃,蛋,紅砂糖,香草
鮪魚醬涼麵	番茄,紅洋蔥,蔬菜,鮪魚,螺旋麵	黑胡椒,芥末,檸檬,美奶滋,橄欖油,蒜,鹽,蘋果醋
奶油燉翡翠娃娃菜	奶油,翡翠娃娃菜,蒜仁	鮮奶油,鹽,高湯
夏威夷比薩	厚片披薩皮,青豆,起士,火腿,鳳梨
英式三部曲	牛奶,水,檸檬,大吉嶺茶
北海道牛奶千層派	蛋黃,千層派餅皮,細砂糖,鮮奶油,低筋麵粉,布丁,玉米粉,牛奶,奶油,鹽,鮮奶
奶油南瓜焗烤雞腿	巴西利,紅蘿蔔,起士,雞腿,南瓜,甜豆	雞高湯,白醬
燉蕃茄豬小腿	蕃茄,白酒,蕃茄醬,豬小腿,橄欖油,蕃茄,甜豆,蒜,高湯
檸檬汁天使麵	天使麵,小豆苗,小蕃茄	黑胡椒,薄荷,檸檬,花生,檸檬,蒜,橄欖油,鹽
蕃茄羅宋湯	洋蔥,西芹,紅蘿蔔,清高湯,九層塔,番茄,牛肉,大蒜	番茄醬,月桂葉,黑胡椒,百里香,奶油,鹽
油醋彩椒	洋蔥,巴西利,彩椒	鹽,黑胡椒,橄欖油,紅酒醋
五穀飯糰	培根,沙拉醬,雞蛋,馬鈴薯,五穀糯米飯
希臘雪球	蛋黃,糖粉,糖粉,奶油,威士忌,泡打粉,核桃,中筋麵粉
香煎蘑菇雞排	太白粉,小蕃茄,蒜,甜豆,水,玉米筍,蘑菇,雞腿	黑胡椒,糖,蠔油,鹽,雞粉	酒,太白粉,醬油
香草涼麵醬	黑胡椒,美奶滋,鹽,蒜,蘋果醋
玉米筍焗透抽	起士,青蔥,透抽,玉米筍,辣椒,大蒜	香油,鹽,胡椒,醬油
優格雞肉片	紅椒,雞胸,小黃瓜,蘋果	原味優格,蜂蜜,鹽,胡椒	太白粉,醬油
瑞典肉丸子	黑胡椒,洋蔥,牛奶,牛,蛋液,麵粉,巴西利,麵包粉,鹽,高湯	黑胡椒,鹽,紅甜椒
什錦燉蔬菜	青椒,洋蔥,紅蘿蔔,紅椒,黃椒,橄欖油,西洋芹,南瓜,馬鈴薯,茄子	鹽,水
海鮮酥皮濃湯	蛋黃,酥皮,魚,蝦子,透抽,玉米濃湯	黑胡椒
沙茶蕃茄莎莎醬	牛蕃茄,香菜,洋蔥,茶
小黃瓜鮮干貝蔥香沙拉	小黃瓜,小蕃茄,干貝,蘿美生菜	白芝麻,水,蔥,柴魚醬油
普羅旺斯煎鱈魚飯	鱈魚,蔥,青花菜,薑,辣椒,大蒜	香油,黑胡椒,鹽,米酒
洋蔥圈	麵包粉,洋蔥,水,麵粉,泡打粉,米粉
海鮮酥皮濃湯	玉米濃湯,蛋黃,魚,蝦子,透抽,酥皮	黑胡椒
普羅旺斯乳香醬	黑胡椒,月桂葉,洋蔥,青蔥,奶油,鹽,鮮奶
迷你雪球	麻糬預拌粉,糖粉,沙拉油,蛋,水,鹽
蕃茄絞肉炒飯	青椒,洋蔥,黃椒,蕃茄,雞蛋,白飯	蕃茄醬,鹽,胡椒
米飯披薩	洋蔥,起士,培根,蝦子,白飯,青椒	蕃茄醬,黑胡椒
油醋淋醬	黑胡椒,巴西利,大蒜,洋蔥,橄欖油,百里香,鹽,白醋
巧克力香蕉煎餅	香蕉,低筋麵粉,巧克力,玉米粉,水,糖,泡打粉
焦糖蒸烤布丁	蛋黃,白蘭地酒,鮮奶油,細砂糖,布丁,鮮奶
香辣炸雞翅	玉米粉,蒜,雞中翅,麵粉,雞蛋	鹽,辣椒,糖
番茄麵醬鐵板麵	番茄,玉米,寬麵,豬,洋蔥	鹽,番茄
地中海海鮮焗飯	紅椒,起士,白酒,海鮮,九層塔,洋蔥,蒜,青豆,白飯	紅醬
黑胡椒洋蔥魚條	鯛魚,蒜,洋蔥,辣椒,青蔥	米酒,黑胡椒
豆泥天使麵	黑橄欖,天使麵,青豆,小蕃茄	黑胡椒,蒜,鹽,鮮奶油
酥皮芋泥派	蛋黃,奶油,細砂糖,起酥皮,芋頭
辣烤雞翅	雞三節翅	酒,辣椒,糖,辣椒,胡椒,醬油
茄汁肉醬焗烤嫩豆腐	豆腐,起士,青花椰菜
蒜香胡椒燒烤里肌	豬里肌肉	鹽,蒜,黑胡椒
脆皮炸雞	雞胸,麵粉,地瓜,水,吉士粉,沙拉油	肉桂,五香粉,米酒,蒜,水,糖,胡椒,醬油膏,鹽
烏斯特糖醋雞排	紅椒,雞,黃椒,蒜仁	醋,細砂糖,水
奶油雞肉燴磨菇	雞腿,洋蔥,紅蘿蔔,薑,蘑菇,白飯	月桂葉,雞粉,水,百里香,奶油,鹽,胡椒
鮪魚蛋餅	美生菜,原味蛋餅皮,水,鮪魚	沙拉醬,鹽
薯泥蛋可頌	蘿蔓葉,可頌餅,馬鈴薯
巧克力核桃馬芬	牛奶,核桃,巧克力,馬芬蛋糕預拌粉,蛋,奶油
蔓越莓冰茶	果糖,蔓越莓,基底紅茶,糖,冰塊,水
小熊薑餅	蛋白,巧克力,薑,肉桂,蛋,奶油
香草麵包	巴西里,鬆餅,肉桂,蛋,鮮奶,高筋麵粉,香草
柳橙紅茶	冰塊,肉桂,柳丁,水,柳丁
土司披薩	洋蔥,土司,蕃茄醬,小蕃茄
南瓜雞肉焗螺旋麵	螺旋麵,雞腿,洋蔥,起士	高湯,南瓜
巧克力水果布丁蛋糕	蛋黃,法式布丁餡,細砂糖,鹽,沙拉油,草莓,小蘇打,塔塔粉,水,低筋麵粉,可可粉,泡打粉,奇異果,細砂糖,蛋白,水
旺來紅茶	果糖,鳳梨,冰塊,基底紅茶,鳳梨
西芹炒羊排	洋蔥,西芹,紅蘿蔔,羊排,辣椒,大蒜	鹽,黑胡椒,醬油,糖	西芹,洋蔥,紅蘿蔔
雞蓉豆漿玉米湯	雞肉,玉米醬,胡蘿蔔,豆漿	太白粉,香油,鹽,糖,胡椒
肉末鮮烤圓茄	蕃茄,圓茄	胡椒,醬油
乳酪餅夾蛋	小黃瓜,洋蔥,土司,乳酪
香醇牛奶鍋	雞腿,紅蘿蔔,黃櫛瓜,昆布,綠櫛瓜,蘆筍,牛奶	雞粉,鹽
青豆鮪魚焗飯	起士,洋蔥,青豆,鮪魚,白飯,蘆筍	紅醬
金色燉年飯	蝦米,玉米,白米,香菇,薏仁,燕麥,綠豆	高湯,五香粉,糖,鹽,醬油
雙層美式臘腸比薩	厚片披薩皮,美式臘腸,莫扎雷拉起司片,起士
沙巴翁蛋黃醬	蛋黃,奶油,百里香,鹽,胡椒,白醋
蟹肉南瓜湯	清高湯,大蒜,南瓜,蟹,洋蔥	奶油,鹽,胡椒
焗烤墨魚通心麵	墨魚,通心麵,甜豆,起士,洋蔥	墨魚,高湯
薄荷味噌燒烤紅尼羅魚	美生菜,蕃茄,黃椒,味噌,紅尼羅魚,酒,味噌,味霖
海鮮牛奶南瓜鍋	蛤蠣,牛奶,扇貝,蝦子,透抽,南瓜,蘆筍	雞粉,鹽,糖
香料雞丁	甜豆,雞腿,黃椒,紅椒	奶油,鹽,黑胡椒	太白粉,月桂葉,黑胡椒,大蒜,鹽
巧克力奶茶	果糖,冰塊,巧克力,基底紅茶,奶精粉
烤水果塔	鮮奶油,柳丁,土司,奇異果,雞蛋,果醬,鮮奶
洋蔥牛小排	青蔥,牛小排,洋蔥,大蒜	香油,黑胡椒,鹽,水	黑胡椒,太白粉,鹽
鮪魚通心麵	通心麵,洋蔥,鮪魚	鮮奶油,鹽,高湯
焗烤洋蔥圈	紫洋蔥,起士,黃椒,紅椒,洋蔥
綠花椰菜塔塔淋醬	綠花椰菜,美奶滋,洋蔥,蒜
土司海苔捲	牛奶,土司,海苔,小黃瓜,土司
熔岩巧克力蛋糕	蛋黃,可可粉,低筋麵粉,砂糖,櫻桃,奶油,甘納許,蛋白
蒜香烤土司	蒜苗,厚片土司,砂糖,奶油,鹽,蒜
甜椒洋蔥串	紅椒,黃椒,洋蔥,青椒	胡椒
松子青醬	松子,鹽,九層塔,橄欖油,蒜仁
花生乳酪餅	杏仁,土司,乳酪	花生
義大利肉醬千層麵	千層麵,洋蔥,西芹,蕃茄,紅蘿蔔,月桂葉,蕃茄,蒜	麵粉,雞粉,雞高湯,橄欖油
半熟乳酪蛋糕	蛋黃,牛奶,奶油乳酪,砂糖,低筋麵粉,塔塔粉,玉米粉,海綿蛋糕,奶油,蛋白
焗烤雙色甜薯	馬鈴薯,起士,地瓜	鮮奶油,奶油,鹽,高湯,中筋麵粉
